Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,project_name,ReleaseDate,sample_acc,Sample Name,sample_name,sequencing_method,SRA_accession,SRA Study,title,Run
ERR688516,31219,WGS,188,3982936224,PRJEB7774,SAMEA3136634,3072275045,BGI,2013,public,"sra,fastq","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633517,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021965-84,PAIRED,other,METAGENOMIC,3982,2929,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608485,SAMEA3136634,ERS608485,Illumina,ERS608485,ERP008729,Stool sample from controls,ERR688516
ERR688517,31223,WGS,186,4752924577,PRJEB7774,SAMEA3136738,3783175687,BGI,2013,public,"sra,fastq","ncbi,s3,ena,gs","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633518,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021638-43,PAIRED,other,METAGENOMIC,4752,3607,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608589,SAMEA3136738,ERS608589,Illumina,ERS608589,ERP008729,Stool sample from carcinoma,ERR688517
ERR688518,31232,WGS,187,4531676068,PRJEB7774,SAMEA3136674,3556926795,BGI,2013,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633519,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022077-90,PAIRED,other,METAGENOMIC,4531,3392,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608525,SAMEA3136674,ERS608525,Illumina,ERS608525,ERP008729,Stool sample from controls,ERR688518
ERR688519,31233,WGS,188,5722957743,PRJEB7774,SAMEA3136714,4435631408,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633520,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021947-169,PAIRED,other,METAGENOMIC,5722,4230,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608565,SAMEA3136714,ERS608565,Illumina,ERS608565,ERP008729,Stool sample from advanced adenoma,ERR688519
ERR688520,31236,WGS,187,4285530131,PRJEB7774,SAMEA3136663,3266045580,BGI,2013,public,"fastq,sra","gs,ncbi,ena,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633521,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022067-33,PAIRED,other,METAGENOMIC,4285,3114,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608514,SAMEA3136663,ERS608514,Illumina,ERS608514,ERP008729,Stool sample from controls,ERR688520
ERR688521,31237,WGS,186,4962039111,PRJEB7774,SAMEA3136747,4114656849,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633522,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021649-102,PAIRED,other,METAGENOMIC,4962,3924,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608598,SAMEA3136747,ERS608598,Illumina,ERS608598,ERP008729,Stool sample from carcinoma,ERR688521
ERR688522,31256,WGS,187,5099207798,PRJEB7774,SAMEA3136693,4208937536,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633523,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021671-62,PAIRED,other,METAGENOMIC,5099,4013,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608544,SAMEA3136693,ERS608544,Illumina,ERS608544,ERP008729,Stool sample from advanced adenoma,ERR688522
ERR688523,31267,WGS,185,4712567291,PRJEB7774,SAMEA3136676,3676687835,BGI,2013,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633524,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022076-89,PAIRED,other,METAGENOMIC,4712,3506,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608527,SAMEA3136676,ERS608527,Illumina,ERS608527,ERP008729,Stool sample from controls,ERR688523
ERR688524,31275,WGS,185,4027500545,PRJEB7774,SAMEA3136707,3157286078,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633525,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021941-129,PAIRED,other,METAGENOMIC,4027,3011,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608558,SAMEA3136707,ERS608558,Illumina,ERS608558,ERP008729,Stool sample from advanced adenoma,ERR688524
ERR688525,31276,WGS,187,4398193953,PRJEB7774,SAMEA3136743,3527542913,BGI,2013,public,"sra,fastq","ncbi,ena,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633526,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021668-89,PAIRED,other,METAGENOMIC,4398,3364,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608594,SAMEA3136743,ERS608594,Illumina,ERS608594,ERP008729,Stool sample from carcinoma,ERR688525
ERR688526,31282,WGS,190,5402241745,PRJEB7774,SAMEA3136704,4171546241,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633527,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021938-111,PAIRED,other,METAGENOMIC,5402,3978,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608555,SAMEA3136704,ERS608555,Illumina,ERS608555,ERP008729,Stool sample from advanced adenoma,ERR688526
ERR688527,31285,WGS,181,5443741151,PRJEB7774,SAMEA3136754,4606399852,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633528,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021656-133,PAIRED,other,METAGENOMIC,5443,4393,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608605,SAMEA3136754,ERS608605,Illumina,ERS608605,ERP008729,Stool sample from carcinoma,ERR688527
ERR688528,31300,WGS,186,5345496556,PRJEB7774,SAMEA3136644,4220545188,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633529,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022049-109,PAIRED,other,METAGENOMIC,5345,4025,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608495,SAMEA3136644,ERS608495,Illumina,ERS608495,ERP008729,Stool sample from controls,ERR688528
ERR688529,31328,WGS,185,5360770469,PRJEB7774,SAMEA3136654,4332869880,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633530,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022059-169,PAIRED,other,METAGENOMIC,5360,4132,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608505,SAMEA3136654,ERS608505,Illumina,ERS608505,ERP008729,Stool sample from controls,ERR688529
ERR688530,31333,WGS,188,5266963969,PRJEB7774,SAMEA3136673,4095347664,BGI,2013,public,"fastq,sra","ncbi,s3,ena,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633531,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022075-88,PAIRED,other,METAGENOMIC,5266,3905,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608524,SAMEA3136673,ERS608524,Illumina,ERS608524,ERP008729,Stool sample from controls,ERR688530
ERR688531,31337,WGS,186,3788272288,PRJEB7774,SAMEA3136702,3110452407,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633532,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021672-108,PAIRED,other,METAGENOMIC,3788,2966,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608553,SAMEA3136702,ERS608553,Illumina,ERS608553,ERP008729,Stool sample from advanced adenoma,ERR688531
ERR688532,31343,WGS,186,4231856356,PRJEB7774,SAMEA3136665,3278621525,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633533,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022069-37,PAIRED,other,METAGENOMIC,4231,3126,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608516,SAMEA3136665,ERS608516,Illumina,ERS608516,ERP008729,Stool sample from controls,ERR688532
ERR688533,31360,WGS,188,4985228212,PRJEB7774,SAMEA3136664,3763420011,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633534,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022068-36,PAIRED,other,METAGENOMIC,4985,3589,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608515,SAMEA3136664,ERS608515,Illumina,ERS608515,ERP008729,Stool sample from controls,ERR688533
ERR688534,31367,WGS,184,5783050146,PRJEB7774,SAMEA3136765,4629279065,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633535,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021640-47,PAIRED,other,METAGENOMIC,5783,4414,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608616,SAMEA3136765,ERS608616,Illumina,ERS608616,ERP008729,Stool sample from carcinoma,ERR688534
ERR688535,31379,WGS,189,5870073367,PRJEB7774,SAMEA3136656,4614730600,BGI,2013,public,"fastq,sra","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633536,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022061-17,PAIRED,other,METAGENOMIC,5870,4400,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608507,SAMEA3136656,ERS608507,Illumina,ERS608507,ERP008729,Stool sample from controls,ERR688535
ERR688536,31398,WGS,184,5520734398,PRJEB7774,SAMEA3136680,4511106192,BGI,2013,public,"sra,fastq","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633537,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021670-25,PAIRED,other,METAGENOMIC,5520,4302,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608531,SAMEA3136680,ERS608531,Illumina,ERS608531,ERP008729,Stool sample from advanced adenoma,ERR688536
ERR688537,31416,WGS,191,5631933575,PRJEB7774,SAMEA3136650,4494280001,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633538,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022055-140,PAIRED,other,METAGENOMIC,5631,4286,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608501,SAMEA3136650,ERS608501,Illumina,ERS608501,ERP008729,Stool sample from controls,ERR688537
ERR688538,31424,WGS,183,6153669297,PRJEB7774,SAMEA3136691,5055291204,BGI,2013,public,"sra,fastq","ncbi,s3,ena,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633539,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021925-43,PAIRED,other,METAGENOMIC,6153,4821,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608542,SAMEA3136691,ERS608542,Illumina,ERS608542,ERP008729,Stool sample from advanced adenoma,ERR688538
ERR688539,31428,WGS,184,5415634394,PRJEB7774,SAMEA3136626,4537088379,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633540,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021957-33,PAIRED,other,METAGENOMIC,5415,4326,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608477,SAMEA3136626,ERS608477,Illumina,ERS608477,ERP008729,Stool sample from controls,ERR688539
ERR688540,31431,WGS,187,3685323797,PRJEB7774,SAMEA3136713,2901088241,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633541,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021946-166,PAIRED,other,METAGENOMIC,3685,2766,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608564,SAMEA3136713,ERS608564,Illumina,ERS608564,ERP008729,Stool sample from advanced adenoma,ERR688540
ERR688541,31446,WGS,185,5855136558,PRJEB7774,SAMEA3136724,4787757305,BGI,2013,public,"fastq,sra","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633542,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021629-16,PAIRED,other,METAGENOMIC,5855,4565,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608575,SAMEA3136724,ERS608575,Illumina,ERS608575,ERP008729,Stool sample from carcinoma,ERR688541
ERR688542,31449,WGS,187,6201016949,PRJEB7774,SAMEA3136706,4804010493,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633543,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021940-123,PAIRED,other,METAGENOMIC,6201,4581,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608557,SAMEA3136706,ERS608557,Illumina,ERS608557,ERP008729,Stool sample from advanced adenoma,ERR688542
ERR688543,31450,WGS,183,3578677176,PRJEB7774,SAMEA3136668,3037026214,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633544,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021674-45,PAIRED,other,METAGENOMIC,3578,2896,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608519,SAMEA3136668,ERS608519,Illumina,ERS608519,ERP008729,Stool sample from controls,ERR688543
ERR688544,31452,WGS,182,4689144578,PRJEB7774,SAMEA3136645,3766933787,BGI,2013,public,"fastq,sra","s3,ncbi,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633545,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022050-111,PAIRED,other,METAGENOMIC,4689,3592,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608496,SAMEA3136645,ERS608496,Illumina,ERS608496,ERP008729,Stool sample from controls,ERR688544
ERR688545,31455,WGS,188,4578002215,PRJEB7774,SAMEA3136689,3568638637,BGI,2013,public,"fastq,sra","ncbi,s3,ena,gs","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633546,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021725-37,PAIRED,other,METAGENOMIC,4578,3403,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608540,SAMEA3136689,ERS608540,Illumina,ERS608540,ERP008729,Stool sample from advanced adenoma,ERR688545
ERR688546,31477,WGS,184,5401622784,PRJEB7774,SAMEA3136685,4188005130,BGI,2013,public,"sra,fastq","ncbi,ena,s3,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633547,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022080-95,PAIRED,other,METAGENOMIC,5401,3993,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608536,SAMEA3136685,ERS608536,Illumina,ERS608536,ERP008729,Stool sample from advanced adenoma,ERR688546
ERR688547,31489,WGS,185,4324676335,PRJEB7774,SAMEA3136755,3600432173,BGI,2013,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633548,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021694-136,PAIRED,other,METAGENOMIC,4324,3433,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608606,SAMEA3136755,ERS608606,Illumina,ERS608606,ERP008729,Stool sample from carcinoma,ERR688547
ERR688548,31493,WGS,184,5423232706,PRJEB7774,SAMEA3136766,4382064156,BGI,2013,public,"sra,fastq","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633549,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021643-87,PAIRED,other,METAGENOMIC,5423,4179,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608617,SAMEA3136766,ERS608617,Illumina,ERS608617,ERP008729,Stool sample from carcinoma,ERR688548
ERR688549,31501,WGS,188,7382256125,PRJEB7774,SAMEA3136692,5978007504,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633550,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021927-47,PAIRED,other,METAGENOMIC,7382,5701,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608543,SAMEA3136692,ERS608543,Illumina,ERS608543,ERP008729,Stool sample from advanced adenoma,ERR688549
ERR688550,31512,WGS,185,4402359324,PRJEB7774,SAMEA3136662,3337863497,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633551,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022066-32,PAIRED,other,METAGENOMIC,4402,3183,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608513,SAMEA3136662,ERS608513,Illumina,ERS608513,ERP008729,Stool sample from controls,ERR688550
ERR688551,31519,WGS,186,4317479760,PRJEB7774,SAMEA3136667,3385715740,BGI,2013,public,"fastq,sra","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633552,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022071-43,PAIRED,other,METAGENOMIC,4317,3228,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608518,SAMEA3136667,ERS608518,Illumina,ERS608518,ERP008729,Stool sample from controls,ERR688551
